Sensor,Timestamp,Acceleration x,Acceleration y,Acceleration z,Gyroscope x,Gyroscope y,Gyroscope z
Right foot;6,905515;-0,130859375;-0,39208984375;1,06103515625;11,0931396484;-51,5365600586;-14,8696899414
Left hand;6,908301;1,17651367188;0,34326171875;0,34228515625;-38,5131835938;17,2729492188;-75,9735107422
Left forearm;6,909543;0,009765625;-1,02075195312;0,39306640625;-56,022644043;-28,6712646484;63,9801025391
Left biceps;6,910750;0,136962890625;-0,8857421875;0,090087890625;-4,84466552734;-69,8928833008;27,1148681641
Right hand;6,911926;1,0703125;-0,29296875;0,28076171875;14,5492553711;-36,6134643555;-70,5261230469
Right forearm;6,914230;-0,64453125;-0,750732421875;0,47119140625;-10,7803344727;64,2013549805;-41,6030883789
Right biceps;6,915446;-0,224365234375;-0,744384765625;0,34619140625;-7,02667236328;30,3268432617;5,08880615234
Left shoulder;6,916606;0,03515625;0,729248046875;0,357666015625;3,99017333984;-15,3121948242;-27,4963378906
Right shoulder;6,917773;-0,298828125;0,81884765625;0,344970703125;61,4318847656;-68,6340332031;-35,9115600586
Back pelvis;6,920206;0,82177734375;-0,18115234375;0,34130859375;37,8265380859;-1,23596191406;20,7366943359
Front pelvis;6,921397;0,91259765625;0,186767578125;-0,11865234375;1,62506103516;16,3497924805;13,9694213867
Belly button;6,922585;0,27685546875;1,11791992188;0,22607421875;-8,88061523438;2,97546386719;11,7034912109
Sternum;6,923837;0,7060546875;0,17529296875;0,7255859375;33,7371826172;0,3662109375;28,6178588867
Head;6,926183;0,950439453125;-0,085693359375;0,164794921875;17,4942016602;-8,45336914062;-3,99017333984
Left thigh;6,927339;0,095947265625;-0,7958984375;0,1298828125;5,91278076172;-68,6874389648;65,0405883789
Left tibia;6,928478;0,237060546875;-1,13842773438;-0,065185546875;-17,936706543;-8,16345214844;112,785339355
Left foot;6,929603;0,421142578125;-0,015625;1,02661132812;-50,1708984375;-145,27130127;22,9721069336
Right thigh;6,932112;0,26171875;-1,0166015625;0,325439453125;-51,2390136719;55,4275512695;7,21740722656
Right tibia;6,933291;0,522705078125;-0,869384765625;0,16015625;-20,4925537109;-16,5863037109;-85,0067138672
Right foot;6,934442;-0,09228515625;-0,401611328125;0,935791015625;-7,52258300781;-20,3628540039;-16,4108276367
Left hand;6,935707;1,24951171875;0,250244140625;0,322265625;-44,5327758789;25,6271362305;-83,5800170898
Left forearm;6,938062;-0,01220703125;-1,08959960938;0,3681640625;-44,807434082;-26,6036987305;52,848815918
Left biceps;6,939234;0,147705078125;-0,865478515625;0,09130859375;-6,48498535156;-69,6716308594;25,3982543945
Right hand;6,940389;0,970947265625;-0,20654296875;0,259033203125;-0,930786132812;-26,6723632812;-68,2754516602
Right forearm;6,941541;-0,757568359375;-0,6845703125;0,203369140625;-4,40216064453;60,8139038086;-15,3121948242
Right biceps;6,943938;-0,276611328125;-0,8583984375;0,346923828125;-11,5127563477;-17,4331665039;11,0549926758
Left shoulder;6,945165;0,065185546875;0,671875;0,370849609375;3,75366210938;-5,65338134766;-16,5252685547
Right shoulder;6,946351;-0,310302734375;0,908203125;0,3671875;58,1893920898;-61,4242553711;-28,7933349609
Back pelvis;6,947731;0,900634765625;-0,252197265625;0,2666015625;25,3067016602;-6,94274902344;15,9759521484
Front pelvis;6,950467;0,967041015625;0,247802734375;0,0107421875;19,4320678711;24,8184204102;7,82012939453
Belly button;6,952288;0,496826171875;1,5888671875;-0,24658203125;-17,7612304688;56,9152832031;-6,66046142578
Sternum;6,954321;0,5732421875;0,071533203125;0,599365234375;40,9774780273;-2,99072265625;26,0772705078
Head;6,955737;0,93408203125;-0,09619140625;0,156005859375;23,8723754883;-12,6800537109;2,60925292969
Left thigh;6,958100;1,55908203125;-1,40625;0,49267578125;5,69915771484;204,582214355;27,0233154297
Left tibia;6,959341;0,440673828125;-1,18798828125;-0,125244140625;-14,7705078125;-20,8282470703;125,907897949
Left foot;6,960518;0,59521484375;0,270263671875;1,02685546875;-153,038024902;-231,315612793;48,828125
Right thigh;6,967673;0,269775390625;-0,60498046875;0,40966796875;-14,4424438477;45,2423095703;18,7149047852
Right tibia;6,973584;0,73046875;-0,82080078125;0,121337890625;-20,5841064453;-59,9975585938;-132,431030273
Right foot;6,975210;-0,03857421875;-0,412109375;0,9287109375;-14,6789550781;-15,9454345703;-15,625
Left hand;6,976627;1,22216796875;0,186279296875;0,276611328125;-54,3823242188;29,7470092773;-81,2149047852
Left forearm;6,979952;0,0078125;-1,06030273438;0,346435546875;-35,5529785156;-26,5045166016;34,6221923828
Left biceps;6,982945;0,190673828125;-0,89697265625;0,076171875;-3,15093994141;-65,4525756836;24,5666503906
Right hand;6,988017;0,837158203125;-0,2294921875;0,230712890625;-39,7567749023;-19,5846557617;-59,8831176758
Right forearm;6,989554;-0,916259765625;-0,68359375;0,345947265625;-10,6811523438;13,0767822266;20,6680297852
Right biceps;6,990919;-0,3134765625;-0,8779296875;0,377197265625;-31,5170288086;-8,45336914062;14,5721435547
Left shoulder;6,993644;0,104248046875;0,717529296875;0,418212890625;8,01849365234;9,83428955078;-7,62176513672
Right shoulder;6,995112;-0,376708984375;0,970458984375;0,41796875;47,0275878906;-51,0635375977;-16,3421630859
Back pelvis;6,996535;0,950927734375;-0,207763671875;0,26611328125;23,2696533203;-0,679016113281;10,1318359375
Front pelvis;7,000014;1,52783203125;0,174560546875;-0,48193359375;55,7861328125;-7,49206542969;-0,839233398438
Belly button;7,007426;0,411865234375;1,08544921875;-0,356201171875;-19,9813842773;-20,3628540039;-5,57708740234
Sternum;7,009070;0,5673828125;0,00244140625;0,589111328125;37,2009277344;-6,08825683594;25,1693725586
Head;7,010975;1,12719726562;-0,116455078125;0,16015625;31,982421875;-11,4822387695;8,9111328125
Left thigh;7,012449;1,10034179688;-1,39111328125;0,311279296875;-16,8304443359;62,858581543;-1,09100341797
Left tibia;7,015404;0,27001953125;-1,25415039062;-0,11376953125;-12,0086669922;-29,9682617188;136,795043945
Left foot;7,017593;-0,102783203125;-0,023681640625;1,99993896484;-250,0;-250,0;2,61688232422
Right thigh;7,019129;0,8076171875;-1,09423828125;0,276611328125;-25,9552001953;-48,7289428711;-42,2744750977
Right tibia;7,020416;-0,692138671875;-0,806884765625;1,99993896484;58,4487915039;249,992370605;-97,9995727539
Right foot;7,023465;-0,05810546875;-0,409423828125;0,936279296875;-15,0375366211;-7,95745849609;-12,7944946289
Left hand;7,024717;1,087890625;0,1572265625;0,23681640625;-55,7403564453;30,9295654297;-76,6525268555
Left forearm;7,025874;0,021728515625;-1,49291992188;0,390380859375;-30,1361083984;-30,8532714844;23,0560302734
Left biceps;7,027349;0,169677734375;-1,013671875;0,0576171875;-2,52532958984;-52,8869628906;19,0124511719
Right hand;7,029771;0,767578125;-0,284912109375;0,22900390625;-46,6384887695;-24,2691040039;-56,282043457
Right forearm;7,031057;-0,70458984375;-0,641357421875;0,49755859375;-14,8620605469;9,46044921875;41,5420532227
Right biceps;7,032258;-0,261962890625;-0,938720703125;0,361328125;3,41796875;-15,2435302734;27,5192260742
Left shoulder;7,033415;0,12744140625;0,772705078125;0,464111328125;6,00433349609;20,0119018555;1,13677978516
Right shoulder;7,035978;-0,406494140625;0,861083984375;0,348876953125;51,4297485352;-47,0352172852;-6,88171386719
Back pelvis;7,037198;0,940673828125;-0,253173828125;0,279052734375;35,4385375977;-14,518737793;11,7797851562
Front pelvis;7,038394;1,2578125;-0,0439453125;-0,147216796875;9,89532470703;9,70458984375;-8,24737548828
Belly button;7,039664;0,364990234375;0,72802734375;-0,21875;-16,731262207;-23,1094360352;4,82940673828
Sternum;7,042031;0,5673828125;0,0498046875;0,660400390625;35,5682373047;-5,63812255859;23,6206054688
Head;7,043202;1,08520507812;-0,103271484375;0,178955078125;40,6723022461;-7,60650634766;13,6795043945
Left thigh;7,044370;0,21435546875;-0,994873046875;0,067626953125;-45,4254150391;-43,212890625;-10,8489990234
Left tibia;7,045533;0,975830078125;-1,33959960938;-0,09033203125;5,74493408203;-78,2089233398;167,060852051
Left foot;7,048220;-0,614990234375;-0,793212890625;1,99993896484;-9,59777832031;249,992370605;47,5158691406
Right thigh;7,049464;0,47314453125;-1,3623046875;0,29736328125;-69,1604614258;27,0843505859;-85,8535766602
Right tibia;7,050753;1,16284179688;-1,51220703125;-0,4609375;-127,952575684;-116,012573242;-120,223999023
Right foot;7,051952;-0,01904296875;-0,451416015625;0,904296875;-6,81304931641;-3,62396240234;-15,8081054688
Left hand;7,054304;0,95166015625;0,109375;0,187255859375;-34,8892211914;31,8984985352;-76,0650634766
Left forearm;7,055551;-0,00146484375;-0,976806640625;0,310302734375;9,17053222656;-8,45336914062;-3,79180908203
Left biceps;7,056736;0,07861328125;-0,931884765625;0,083984375;-10,1318359375;-66,1926269531;29,1061401367
Right hand;7,057897;0,787841796875;-0,3115234375;0,24755859375;-49,3392944336;-20,0805664062;-57,3120117188
Right forearm;7,060370;-0,592041015625;-0,762939453125;0,512939453125;0,656127929688;-7,47680664062;40,2603149414
Right biceps;7,061548;-0,350341796875;-0,978271484375;0,3525390625;7,73620605469;-17,9443359375;31,5093994141
Left shoulder;7,062756;0,107666015625;0,791748046875;0,4716796875;2,97546386719;29,9224853516;7,85064697266
Right shoulder;7,064274;-0,5078125;0,975830078125;0,477294921875;56,037902832;-31,4712524414;7,75909423828
Back pelvis;7,066775;1,24658203125;-0,289306640625;0,561767578125;34,3017578125;-24,6734619141;18,3792114258
Front pelvis;7,067986;0,77392578125;-0,143310546875;0,06298828125;9,57489013672;14,3890380859;-12,0086669922
Belly button;7,069165;0,5283203125;1,08666992188;0,042236328125;10,3225708008;35,1333618164;-13,1607055664
Sternum;7,070322;0,56298828125;0,07568359375;0,662353515625;36,1709594727;1,89971923828;10,9939575195
Head;7,072775;1,08374023438;-0,07666015625;0,22119140625;46,1273193359;-10,9176635742;16,9677734375
Left thigh;7,073987;-0,5615234375;-1,81787109375;0,823486328125;47,477722168;-48,2482910156;15,1519775391
Left tibia;7,075222;1,28637695312;-2,0;0,0908203125;18,8674926758;-125,274658203;169,898986816
Left foot;7,076401;-0,34375;1,25439453125;1,40600585938;107,849121094;47,4548339844;43,8537597656
Right thigh;7,078761;0,43408203125;-0,7919921875;-0,22998046875;-32,6309204102;4,90570068359;-43,5791015625
Right tibia;7,079933;0,75634765625;-0,394287109375;0,224365234375;6,88934326172;15,9759521484;-86,9674682617
Right foot;7,081096;-0,04931640625;-0,428955078125;0,90869140625;-5,98907470703;-5,92041015625;-12,092590332
Left hand;7,082280;0,859619140625;0,10302734375;0,158447265625;-11,6806030273;29,4876098633;-79,7653198242
Left forearm;7,084694;0,088623046875;-1,01196289062;0,257568359375;16,0827636719;4,8828125;-21,614074707
Left biceps;7,085919;0,072509765625;-1,26049804688;0,063232421875;-7,53021240234;-78,4378051758;26,5808105469
Right hand;7,087168;0,818603515625;-0,402587890625;0,238525390625;-51,7883300781;-14,4805908203;-58,8226318359
Right forearm;7,088365;-0,5302734375;-0,76025390625;0,457763671875;2,99835205078;-7,59124755859;33,7371826172
Right biceps;7,090757;-0,6083984375;-1,20581054688;0,29248046875;-10,2386474609;-80,192565918;40,9240722656
Left shoulder;7,091932;0,1357421875;0,87939453125;0,463623046875;0,175476074219;53,7948608398;22,2320556641
Right shoulder;7,093108;-0,666748046875;0,99267578125;0,318603515625;58,5403442383;-35,6292724609;6,34765625
Back pelvis;7,094257;1,04833984375;0,351318359375;0,823974609375;85,0982666016;-34,2025756836;9,26971435547
Front pelvis;7,096639;1,14428710938;0,182861328125;0,067138671875;51,9790649414;4,18090820312;-2,09808349609
Belly button;7,097855;0,19189453125;1,22119140625;-0,048828125;5,60760498047;18,5165405273;-30,6015014648
Sternum;7,099106;0,5869140625;0,052490234375;0,730224609375;31,0745239258;4,09698486328;7,89642333984
Head;7,100289;1,64477539062;-0,111572265625;0,221435546875;52,9632568359;5,72967529297;26,4434814453
Left thigh;7,102676;0,5908203125;-0,998779296875;-0,100341796875;-60,8825683594;-180,335998535;-3,95202636719
Left tibia;7,103869;-0,1474609375;-1,388671875;-0,26611328125;-60,2035522461;-17,7917480469;189,819335938
Left foot;7,105047;-0,466796875;0,802001953125;0,947998046875;136,047363281;54,0390014648;14,4119262695
Right thigh;7,106499;0,643798828125;-0,81396484375;-0,1162109375;-56,2210083008;6,58416748047;-39,7720336914
Right tibia;7,109068;0,524658203125;-0,80859375;-0,222412109375;-33,5235595703;-30,8303833008;-55,2444458008
Right foot;7,110326;-0,02001953125;-0,436767578125;0,900390625;-3,30352783203;-3,82232666016;-9,12475585938
Left hand;7,111742;0,827392578125;0,0986328125;0,140869140625;-0,717163085938;23,9410400391;-83,4579467773
Left forearm;7,112960;0,1142578125;-1,15942382812;0,23779296875;27,6870727539;18,3944702148;-29,9835205078
Left biceps;7,115312;-0,0146484375;-1,78466796875;0,176025390625;-9,83428955078;-77,278137207;-19,0734863281
Right hand;7,116487;0,841796875;-0,51171875;0,275634765625;-42,4880981445;-15,3274536133;-55,2978515625
Right forearm;7,117650;-0,632080078125;-1,03491210938;0,4541015625;-2,62451171875;-6,16455078125;16,5405273438
Right biceps;7,118821;-0,19970703125;-1,01684570312;0,116943359375;-10,4217529297;-90,4693603516;36,2548828125
Left shoulder;7,121142;0,133544921875;0,837158203125;0,49267578125;4,04357910156;69,3435668945;32,6080322266
Right shoulder;7,131409;-0,690185546875;1,03515625;0,248046875;45,1278686523;-48,6221313477;-2,73895263672
Back pelvis;7,133027;1,267578125;-0,1123046875;0,326416015625;48,3856201172;3,14331054688;28,1753540039
Front pelvis;7,134439;1,19580078125;0,4287109375;-0,148681640625;21,6903686523;-6,33239746094;-1,84631347656
Belly button;7,137560;0,330810546875;0,95703125;-0,030517578125;-9,73510742188;32,0739746094;-17,6620483398
Sternum;7,139837;0,59521484375;0,0869140625;0,74609375;31,494140625;8,56018066406;4,93621826172
Head;7,142980;0,94384765625;0,068359375;0,322998046875;49,674987793;2,02941894531;22,9110717773
Left thigh;7,144496;-1,10522460938;-0,52685546875;-0,189453125;-34,1796875;-80,3146362305;67,0318603516
Left tibia;7,150270;-0,385498046875;-0,64892578125;-0,99853515625;-85,9069824219;64,7277832031;99,0219116211
Left foot;7,151835;-0,449462890625;0,336669921875;0,849609375;133,033752441;70,7092285156;-16,3269042969
Right thigh;7,153205;0,522216796875;-0,851806640625;-0,115234375;-52,619934082;31,9366455078;-48,3245849609
Right tibia;7,154594;0,16845703125;-1,10400390625;0,250732421875;-5,43975830078;-13,8626098633;-49,5300292969
Right foot;7,161936;-0,021240234375;-0,439453125;0,901123046875;-0,0762939453125;-3,34167480469;-7,86590576172
Left hand;7,163923;0,81982421875;0,073974609375;0,1396484375;-3,15093994141;24,0707397461;-82,1380615234
Left forearm;7,165320;0,021240234375;-1,10888671875;0,18310546875;39,7796630859;20,0805664062;-38,200378418
Left biceps;7,166915;-0,089111328125;-1,35473632812;0,341064453125;-27,5039672852;-86,6165161133;-34,9655151367
Right hand;7,172335;0,865234375;-0,586669921875;0,320556640625;-30,7312011719;-19,889831543;-46,9741821289
Right forearm;7,173933;-0,512939453125;-1,05126953125;0,331298828125;8,83483886719;-54,2144775391;42,9763793945
Right biceps;7,176195;-0,100341796875;-0,850830078125;0,099853515625;1,82342529297;-97,7554321289;30,0140380859
Left shoulder;7,177581;-0,147705078125;1,50537109375;0,678466796875;16,3497924805;108,474731445;56,3583374023
Right shoulder;7,180118;-0,674560546875;0,8076171875;0,323486328125;30,403137207;-40,3823852539;-11,0778808594
Back pelvis;7,181286;1,1220703125;0,01806640625;0,6513671875;14,6484375;28,434753418;20,7061767578
Front pelvis;7,182432;0,81494140625;-0,048583984375;0,013427734375;6,73675537109;13,18359375;-5,69915771484
Belly button;7,183925;0,40625;0,6474609375;-0,08740234375;10,4064941406;5,23376464844;-2,71606445312
Sternum;7,186293;0,603759765625;0,119873046875;0,785888671875;24,2538452148;14,5874023438;2,11334228516
Head;7,187658;0,923828125;0,130126953125;0,39697265625;37,712097168;8,55255126953;8,85009765625
Left thigh;7,188858;-0,312744140625;-0,92822265625;-0,628173828125;-32,3333740234;3,57055664062;74,4171142578
Left tibia;7,190010;-0,129150390625;-0,475341796875;-0,4365234375;10,1928710938;-23,3306884766;-59,5321655273
Left foot;7,194344;-0,201171875;-0,18115234375;0,858154296875;136,39831543;99,5788574219;20,8282470703
Right thigh;7,196483;0,380615234375;-0,850341796875;-0,048095703125;-38,7496948242;37,7807617188;-52,6962280273
Right tibia;7,197769;0,115234375;-0,8623046875;-0,072021484375;-5,75256347656;-39,2837524414;-30,6854248047
Right foot;7,199015;-0,03466796875;-0,44482421875;0,906005859375;-0,213623046875;-4,32586669922;-7,48443603516
Left hand;7,201364;0,793212890625;0,00341796875;0,127197265625;-2,18200683594;25,9857177734;-70,4803466797
Left forearm;7,202589;0,026123046875;-0,808837890625;0,16552734375;48,0346679688;-1,43432617188;-68,5882568359
Left biceps;7,203867;0,004150390625;-0,747314453125;0,273681640625;-8,95690917969;-19,2184448242;4,79125976562
Right hand;7,205026;0,897216796875;-0,606201171875;0,353759765625;-27,34375;-19,9584960938;-37,0941162109
Right forearm;7,207358;-0,56298828125;-1,20654296875;0,278564453125;-1,26647949219;-85,334777832;69,8547363281
Right biceps;7,208511;-0,264892578125;-0,903564453125;0,111083984375;17,7459716797;-82,8323364258;14,6102905273
Left shoulder;7,209674;-0,1923828125;1,16088867188;0,298583984375;-26,123046875;67,0013427734;34,0728759766
Right shoulder;7,210835;-0,638671875;0,7958984375;0,27099609375;30,8609008789;-42,4652099609;-13,4658813477
Back pelvis;7,213165;0,81494140625;0,140869140625;0,528564453125;-6,88171386719;58,8607788086;2,03704833984
Front pelvis;7,214377;0,640869140625;-0,063720703125;0,1123046875;4,8828125;7,58361816406;8,00323486328
Belly button;7,215636;0,263427734375;0,828369140625;0,07861328125;6,43157958984;18,8293457031;-13,1301879883
